Idcode,aplt2010,acos2010,aper2010,aper10%,prod2010,rend2010,prec2010,valo2010,POBTOT10,Pob_rur10,Pob_rur%,P5_HLI10,P5_HL%I10,Categorie
24026,870,870,0,0,756.9,0.87,3400,2573.46,9390,9390,100,7471,79.56,0-1
24041,1296,1296,0,0,1127.52,0.87,3400,3833.57,19312,19312,100,14640,75.81,0-1
25002,63,63,0,0,54.57,0.87,2250,122.78,44993,21856,48.6,264,0.59,0-1
25015,189,189,0,0,164.78,0.87,2250,370.76,79085,9862,12.5,159,0.2,0-1
32023,2950,2750,200,6.8,2392.5,0.87,4200,10048.5,12284,6249,50.9,17,0.14,0-1
13058,950,815,135,14.2,715.08,0.88,2500,1787.7,16865,13121,77.8,5398,32.01,0-1
20472,645,604,41,6.4,531.52,0.88,4983,2648.56,3198,648,20.3,336,10.51,0-1
20536,155,44,111,71.6,38.72,0.88,4250,164.56,493,493,100,6,1.22,0-1
24003,3095,3095,0,0,2723.6,0.88,3400,9260.24,47423,44064,92.9,30289,63.87,0-1
24039,1105,1105,0,0,972.4,0.88,3420,3325.61,14274,11195,78.4,8449,59.19,0-1
24058,1130,1130,0,0,994.4,0.88,3450,3430.68,20495,9933,48.5,133,0.65,0-1
28028,200,154,46,23,135,0.88,3500,472.5,3381,3381,100,40,1.18,0-1
4010,12362,12362,0,0,11009,0.89,3187.14,35087.25,26882,22898,85.2,7148,26.59,0-1
8035,565,565,0,0,502.37,0.89,2732.84,1372.9,10953,8215,75,755,6.89,0-1
10029,1854,203,1651,89.1,181,0.89,3000,543,2181,2181,100,0,0,0-1
20274,900,900,0,0,801,0.89,4300,3444.3,1296,1296,100,479,36.96,0-1
20444,145,114,31,21.4,101.68,0.89,3549.88,360.95,461,461,100,300,65.08,0-1
24036,1263,1263,0,0,1124.07,0.89,3450,3878.04,28848,17219,59.7,3333,11.55,0-1
5021,52.5,52.5,0,0,47.25,0.9,3560,168.21,6335,1992,31.4,3,0.05,0-1
5037,7,7,0,0,6.3,0.9,2400,15.12,6289,939,14.9,20,0.32,0-1
8047,1462,1462,0,0,1321.93,0.9,2400,3172.64,5312,5312,100,119,2.24,0-1
11015,3289,3277,12,0.4,2961.71,0.9,2636.21,7807.68,171709,41416,24.1,306,0.18,0-1
15084,4350,350,4000,92,315,0.9,3500,1102.5,35987,7871,21.9,313,0.87,0-1
19008,20,20,0,0,18,0.9,2250,40.5,3773,133,3.5,6,0.16,0-1
19030,196,196,0,0,176.4,0.9,2000,352.8,3558,3558,100,2,0.06,0-1
19051,39,39,0,0,35.1,0.9,2250,78.98,4113,1201,29.2,3,0.07,0-1
20036,1480,1239,241,16.3,1110.8,0.9,4980,5531.78,5285,5285,100,2441,46.19,0-1
20172,140,115,25,17.9,103.5,0.9,3470,359.14,430,430,100,0,0,0-1
20212,485,465,20,4.1,418.5,0.9,2973,1244.2,2807,2807,100,2415,86.03,0-1
20356,487,487,0,0,438.3,0.9,4850,2125.76,1993,1993,100,1518,76.17,0-1
20370,182,153,29,15.9,137.15,0.9,3639.98,499.22,679,679,100,71,10.46,0-1
20523,900,900,0,0,810,0.9,4350,3523.5,1609,1609,100,40,2.49,0-1
20542,569,569,0,0,512.1,0.9,4550,2330.06,746,746,100,2,0.27,0-1
24038,595,595,0,0,535.5,0.9,3450,1847.48,15838,15838,100,6964,43.97,0-1
24054,2125,2125,0,0,1912.5,0.9,3500,6693.75,51498,44922,87.2,20034,38.9,0-1
28026,3155,3095,60,1.9,2785.5,0.9,3000,8356.5,3514,3514,100,4,0.11,0-1
32030,648,538,110,17,481.5,0.9,2255,1085.78,2529,2529,100,0,0,0-1
7018,3456,3456,0,0,3143.23,0.91,3500,11001.31,8444,5257,62.3,1141,13.51,0-1
7060,1792,1792,0,0,1629.82,0.91,3500.01,5704.38,11878,7215,60.7,9842,82.86,0-1
20251,280,280,0,0,255,0.91,3621.6,923.51,1180,1180,100,4,0.34,0-1
20254,630,630,0,0,573.3,0.91,4550,2608.52,3308,3308,100,113,3.42,0-1
20392,3120,2335,785,25.2,2124.85,0.91,3380,7181.99,6678,6678,100,3426,51.3,0-1
24042,378,378,0,0,343.98,0.91,3450,1186.73,14382,4255,29.6,2267,15.76,0-1
25016,4182,3346,836,20,3043.08,0.91,2150,6542.62,22527,14434,64.1,71,0.32,0-1
30107,330,330,0,0,300.13,0.91,3000.05,900.4,2897,2897,100,9,0.31,0-1
7029,1000,1000,0,0,920.2,0.92,3100,2852.62,5018,1675,33.4,388,7.73,0-1
8051,1910,1910,0,0,1748.7,0.92,2300,4022.01,7546,7546,100,52,0.69,0-1
10037,2082,2082,0,0,1915.44,0.92,3500,6704.04,8581,8581,100,6,0.07,0-1
11026,12692.4,12669,23.4,0.2,11658.24,0.92,2828.08,32970.43,56655,35479,62.6,78,0.14,0-1
14061,1659,1659,0,0,1531.5,0.92,3718.32,5694.61,18084,18084,100,11591,64.1,0-1
20026,2510,2008,502,20,1854.37,0.92,3180,5896.89,8481,8481,100,3082,36.34,0-1
20235,3800,3800,0,0,3496,0.92,4500,15732,3624,3624,100,14,0.39,0-1
20236,410,410,0,0,377.2,0.92,4590,1731.35,1525,1525,100,1306,85.64,0-1
20263,1300,1300,0,0,1196,0.92,4500,5382,3483,3483,100,418,12,0-1
20289,580,580,0,0,533.6,0.92,4500,2401.2,1143,1143,100,3,0.26,0-1
20291,1300,1300,0,0,1196,0.92,4600,5501.6,4167,4167,100,44,1.06,0-1
20347,540,540,0,0,496.8,0.92,4530,2250.5,3664,3664,100,257,7.01,0-1
20497,710,710,0,0,653.2,0.92,4119.46,2690.83,4122,2,0,3567,86.54,0-1
20563,472,472,0,0,434.24,0.92,4500,1954.08,1308,1308,100,1,0.08,0-1
24037,3639,3639,0,0,3347.88,0.92,3450,11550.19,96820,65901,68.1,38226,39.48,0-1
24053,585,585,0,0,538.2,0.92,3400,1829.88,33245,25531,76.8,16484,49.58,0-1
24057,995,995,0,0,915.4,0.92,3450,3158.13,30299,22893,75.6,17746,58.57,0-1
8031,7556,7509,47,0.6,6959.28,0.93,2756.04,19180.07,39626,20127,50.8,989,2.5,0-1
20096,800,165,635,79.4,153.45,0.93,4350,667.51,772,772,100,23,2.98,0-1
20199,320,320,0,0,298,0.93,3507,1045.09,713,713,100,26,3.65,0-1
20202,802,802,0,0,745.86,0.93,4075.87,3040.03,4531,4531,100,1931,42.62,0-1
24018,575,575,0,0,534.75,0.93,3450,1844.89,15311,15311,100,9311,60.81,0-1
24029,1194,1194,0,0,1110.42,0.93,3450,3830.95,21347,18425,86.3,9367,43.88,0-1
13019,790,590,200,25.3,556.21,0.94,2799.99,1557.38,17436,17436,100,6720,38.54,0-1
20183,226.5,226.5,0,0,213.5,0.94,3703.7,790.74,1447,1447,100,119,8.22,0-1
20488,50,25,25,50,23.5,0.94,4350,102.22,131,131,100,2,1.53,0-1
24013,3218,3218,0,0,3024.92,0.94,3500,10587.22,167713,43069,25.7,12543,7.48,0-1
20007,665,665,0,0,631.75,0.95,4600,2906.05,2612,32,1.2,2095,80.21,0-1
20020,645,516,129,20,490.2,0.95,3300,1617.66,3860,3860,100,2203,57.07,0-1
20028,4916,4846,70,1.4,4603.7,0.95,4560,20992.87,19679,9931,50.5,447,2.27,0-1
20061,710,710,0,0,674.5,0.95,4520,3048.74,2568,2568,100,22,0.86,0-1
20070,850,803,47,5.5,762.85,0.95,4043.42,3084.52,6629,937,14.1,5123,77.28,0-1
20076,332,267,65,19.6,252.64,0.95,3349.94,846.33,3331,3331,100,38,1.14,0-1
20110,332,254,78,23.5,240.58,0.95,3289.95,791.5,1603,1603,100,1345,83.91,0-1
20127,305,231,74,24.3,219.89,0.95,3479.98,765.21,1283,1283,100,957,74.59,0-1
20133,1098,828,270,24.6,786.6,0.95,3520,2768.83,3974,3974,100,3061,77.03,0-1
20148,360,360,0,0,342,0.95,4580,1566.36,1945,1945,100,1527,78.51,0-1
20167,930,930,0,0,883.5,0.95,4610,4072.94,2094,2094,100,29,1.38,0-1
20170,280,280,0,0,266,0.95,4600,1223.6,3849,3849,100,3412,88.65,0-1
20209,360,360,0,0,342,0.95,4500,1539,711,711,100,650,91.42,0-1
20211,530,530,0,0,503.5,0.95,4510,2270.78,3168,3168,100,1909,60.26,0-1
20239,472,385,87,18.4,367.21,0.95,3450.03,1266.88,1077,1077,100,15,1.39,0-1
20281,130,130,0,0,123.5,0.95,4250,524.88,308,308,100,18,5.84,0-1
20313,233,233,0,0,221.35,0.95,3433.75,760.06,834,834,100,433,51.92,0-1
20317,405,327,78,19.3,310.65,0.95,3300,1025.14,1405,1405,100,7,0.5,0-1
20362,430,430,0,0,408.5,0.95,4520,1846.42,1496,1496,100,244,16.31,0-1
20366,620,620,0,0,589,0.95,3047.21,1794.81,3986,905,22.7,272,6.82,0-1
20379,638,522,116,18.2,495.9,0.95,3300,1636.47,2958,2958,100,2346,79.31,0-1
20382,352,254,98,27.8,241.3,0.95,3450,832.48,1170,1170,100,575,49.15,0-1
20383,253,158,95,37.5,150.1,0.95,3550,532.86,608,608,100,8,1.32,0-1
20391,465,465,0,0,441.75,0.95,4500,1987.88,3356,3356,100,2855,85.07,0-1
20412,1260,1092,168,13.3,1036,0.95,4985,5164.46,3286,3286,100,846,25.75,0-1
20511,1100,700,400,36.4,665,0.95,4350,2892.75,3610,3610,100,1667,46.18,0-1
31016,780,780,0,0,743.88,0.95,3500,2603.58,2818,263,9.3,2422,85.95,0-1
31058,4680,4680,0,0,4446,0.95,3500,15561,24159,4338,18,13982,57.87,0-1
31073,1250,1250,0,0,1187.5,0.95,3500,4156.25,4447,705,15.9,3719,83.63,0-1
31094,2225,2225,0,0,2113.75,0.95,3500,7398.12,4746,4746,100,3823,80.55,0-1
5018,8,8,0,0,7.68,0.96,3580,27.49,216206,935,0.4,555,0.26,0-1
8009,7905,7905,0,0,7587.15,0.96,2400,18209.17,28766,13205,45.9,5532,19.23,0-1
8063,4961,4961,0,0,4787.18,0.96,2793.83,13374.57,6211,6211,100,171,2.75,0-1
12076,3880,2880,1000,25.8,2773.44,0.96,3300,9152.35,32792,32792,100,27061,82.52,0-1
13051,600,600,0,0,577.8,0.96,3250,1877.85,127404,60400,47.4,2346,1.84,0-1
20146,480,480,0,0,460.8,0.96,4580,2110.46,2666,2666,100,2328,87.32,0-1
20159,1508,1508,0,0,1447.68,0.96,4600,6659.33,5449,5449,100,69,1.27,0-1
20203,556,556,0,0,533.76,0.96,4600,2455.3,3285,3285,100,8,0.24,0-1
20279,300,300,0,0,288,0.96,4500,1296,2911,2911,100,1795,61.66,0-1
20307,2085,989,1096,52.6,949.44,0.96,4985,4732.96,9594,9594,100,606,6.32,0-1
20319,310,310,0,0,297.6,0.96,4600,1368.96,1099,1099,100,947,86.17,0-1
20351,538,538,0,0,516.48,0.96,4500,2324.16,2623,2623,100,7,0.27,0-1
20353,650,650,0,0,624,0.96,4580,2857.92,1978,1978,100,6,0.3,0-1
20384,720,720,0,0,691.2,0.96,4590,3172.61,4514,657,14.6,2715,60.15,0-1
20447,2730,2279,451,16.5,2180.21,0.96,3579.99,7805.14,15076,10222,67.8,2996,19.87,0-1
20512,280,280,0,0,268.8,0.96,4520,1214.98,913,913,100,336,36.8,0-1
20534,1610,1610,0,0,1545.6,0.96,4600,7109.76,3964,358,9,3244,81.84,0-1
20538,650,650,0,0,624,0.96,4600,2870.4,705,705,100,4,0.57,0-1
21032,771,771,0,0,742.47,0.96,4000.02,2969.89,1283,1283,100,89,6.94,0-1
21047,5628,5628,0,0,5419.76,0.96,4000,21679.06,19037,4693,24.7,54,0.28,0-1
21072,1350,1350,0,0,1300.05,0.96,3196.8,4156,15689,15689,100,12328,78.58,0-1
21073,1680,1680,0,0,1617.84,0.96,4000,6471.36,8679,886,10.2,20,0.23,0-1
21081,2274,2274,0,0,2189.86,0.96,4000,8759.45,3695,3695,100,102,2.76,0-1
21087,5322,5322,0,0,5125.09,0.96,4000,20500.34,12662,5640,44.5,744,5.88,0-1
21160,910,910,0,0,876.33,0.96,4100,3592.95,3121,3121,100,13,0.42,0-1
21173,800,800,0,0,770.4,0.96,3800,2927.52,5689,1218,21.4,880,15.47,0-1
24046,1980,1290,690,34.8,1245,0.96,3489.16,4344,16316,10890,66.7,15,0.09,0-1
30010,4409,4409,0,0,4245.87,0.96,3000,12737.6,60396,35258,58.4,867,1.44,0-1
30025,4244,4244,0,0,4086.97,0.96,3000,12260.92,25456,18690,73.4,35,0.14,0-1
30128,13527.5,5527,8000.5,59.1,5322.5,0.96,3000,15967.5,68982,17201,24.9,246,0.36,0-1
30132,1435,1435,0,0,1381.91,0.96,2999.99,4145.72,17958,8274,46.1,19,0.11,0-1
30156,850,850,0,0,818.55,0.96,3000,2455.65,5584,5584,100,3,0.05,0-1
31075,1275,1275,0,0,1224,0.96,3015,3690.36,6205,90,1.5,4563,73.54,0-1
11020,13597,13597,0,0,13212.95,0.97,2868.61,37902.85,1436480,98910,6.9,3191,0.22,0-1
16008,7420,7420,0,0,7202.62,0.97,3517.5,25335.23,23536,23536,100,6940,29.49,0-1
19033,880,880,0,0,850,0.97,2000,1700,78669,15565,19.8,145,0.18,0-1
20016,3456,3456,0,0,3350,0.97,3446.55,11545.94,8531,8531,100,7008,82.15,0-1
20039,2628.5,2628.5,0,0,2550,0.97,3484.5,8885.48,69839,16796,24,4185,5.99,0-1
20108,2784,2784,0,0,2700.48,0.97,4650,12557.23,4289,4289,100,1986,46.3,0-1
20284,420,420,0,0,407.4,0.97,4750,1935.15,3160,7,0.2,2595,82.12,0-1
20422,179,49,130,72.6,47.53,0.97,4350,206.76,681,681,100,260,38.18,0-1
20424,644,644,0,0,624.68,0.97,4680,2923.5,3992,3992,100,846,21.19,0-1
20470,2250,2040,210,9.3,1970,0.97,4980,9810.6,4693,4693,100,2472,52.67,0-1
20519,95,95,0,0,92.15,0.97,4650,428.5,2790,2790,100,561,20.11,0-1
20533,655,655,0,0,635.35,0.97,4650,2954.38,2191,2191,100,165,7.53,0-1
27014,210,51.5,158.5,75.5,50,0.97,4000,200,86620,40273,46.5,181,0.21,0-1
20011,430,430,0,0,420,0.98,3733.3,1567.99,1220,1220,100,458,37.54,0-1
20015,1135,1135,0,0,1112.3,0.98,4531,5039.83,4712,1861,39.5,2479,52.61,0-1
20022,240,240,0,0,235,0.98,3475.5,816.74,866,866,100,176,20.32,0-1
20033,310,310,0,0,303.8,0.98,4700,1427.86,2433,2433,100,137,5.63,0-1
20045,820,820,0,0,803.6,0.98,4690,3768.88,7522,4698,62.5,178,2.37,0-1
20048,507,507,0,0,496.86,0.98,4700,2335.24,1304,1304,100,168,12.88,0-1
20069,1617,1617,0,0,1584.66,0.98,4590,7273.59,2446,2446,100,4,0.16,0-1
20072,2293,2293,0,0,2247.14,0.98,4690,10539.09,6579,3746,56.9,483,7.34,0-1
20077,420,420,0,0,411.6,0.98,4690,1930.4,3568,3568,100,53,1.49,0-1
20083,162,162,0,0,158.76,0.98,4700,746.17,8089,1166,14.4,782,9.67,0-1
20087,140,140,0,0,137.2,0.98,4650,637.98,4075,366,9,528,12.96,0-1
20095,400,400,0,0,392,0.98,4550,1783.6,3990,3990,100,2547,63.83,0-1
20103,1100,1100,0,0,1078,0.98,4600,4958.8,5651,297,5.3,873,15.45,0-1
20104,725,725,0,0,710.5,0.98,4650,3303.82,2508,2508,100,1016,40.51,0-1
20107,57,57,0,0,55.86,0.98,4600,256.96,21456,1258,5.9,1922,8.96,0-1
20112,2525,2525,0,0,2474.5,0.98,4600,11382.7,2439,2439,100,2154,88.31,0-1
20123,1114,1114,0,0,1091.72,0.98,4690,5120.17,2705,2705,100,87,3.22,0-1
20132,640,640,0,0,627.2,0.98,4650,2916.48,1245,1245,100,34,2.73,0-1
20151,210,88,122,58.1,86.24,0.98,4250,366.52,394,394,100,0,0,0-1
20157,85,85,0,0,83.3,0.98,4600,383.18,13860,0,0,953,6.88,0-1
20162,660,660,0,0,646.8,0.98,4600,2975.28,1848,1848,100,271,14.66,0-1
20175,525,525,0,0,514.5,0.98,4690,2413,1724,1724,100,625,36.25,0-1
20178,405,405,0,0,396.9,0.98,4700,1865.43,6287,6287,100,364,5.79,0-1
20192,900,900,0,0,882,0.98,4680,4127.76,1442,1442,100,10,0.69,0-1
20193,625,625,0,0,612.5,0.98,4750,2909.38,2546,15,0.6,27,1.06,0-1
20227,510,510,0,0,499.8,0.98,4680,2339.06,13704,1979,14.4,361,2.63,0-1
20243,800,800,0,0,784,0.98,4700,3684.8,1742,1742,100,11,0.63,0-1
20256,90,21,69,76.7,20.58,0.98,4250,87.46,234,234,100,2,0.85,0-1
20271,1100,1100,0,0,1078,0.98,4650,5012.7,3245,3245,100,2512,77.41,0-1
20292,920,920,0,0,901.6,0.98,4750,4282.6,1388,1388,100,175,12.61,0-1
20301,787,787,0,0,771.26,0.98,4680,3609.5,1544,1544,100,36,2.33,0-1
20311,190,190,0,0,186.2,0.98,3379.91,629.34,458,458,100,380,82.97,0-1
20344,1150,1150,0,0,1127,0.98,4590,5172.93,2613,2613,100,27,1.03,0-1
20403,176,176,0,0,172.48,0.98,4700,810.66,2772,2772,100,134,4.83,0-1
20409,414,324,90,21.7,317.52,0.98,4690,1489.17,8165,529,6.5,501,6.14,0-1
20426,2460,2460,0,0,2410.8,0.98,4700,11330.76,7865,7865,100,6450,82.01,0-1
20494,1200,1200,0,0,1176,0.98,4600,5409.6,4894,4894,100,4238,86.6,0-1
20553,813,813,0,0,796.74,0.98,4700,3744.68,9417,536,5.7,1087,11.54,0-1
25010,1472,45,1427,96.9,44.3,0.98,2099.91,93.03,97536,58663,60.1,5957,6.11,0-1
20006,2150,1125,1025,47.7,1116,0.99,4300,4798.8,17820,4536,25.5,2236,12.55,0-1
20032,287,287,0,0,285,0.99,3507,999.5,1033,1033,100,2,0.19,0-1
20084,122,122,0,0,120.78,0.99,4690,566.46,3893,185,4.8,61,1.57,0-1
20102,800,800,0,0,792,0.99,4680,3706.56,4405,4405,100,252,5.72,0-1
20161,1900,1900,0,0,1881,0.99,4650,8746.65,2559,2559,100,16,0.63,0-1
20179,512,512,0,0,506.88,0.99,4710,2387.4,1462,1462,100,12,0.82,0-1
20238,380,380,0,0,376.2,0.99,4500,1692.9,816,816,100,3,0.37,0-1
20273,1215,1215,0,0,1202.85,0.99,4700,5653.4,3497,3497,100,701,20.05,0-1
20315,683,683,0,0,676.17,0.99,4600,3110.38,1711,1711,100,822,48.04,0-1
20328,615,615,0,0,608.85,0.99,4600,2800.71,1173,1173,100,3,0.26,0-1
20342,220,220,0,0,217.8,0.99,4700,1023.66,2079,2079,100,77,3.7,0-1
20360,1868,1868,0,0,1849.32,0.99,4750,8784.27,3592,975,27.1,936,26.06,0-1
20393,1065,1065,0,0,1054.35,0.99,4700,4955.44,3604,60,1.7,2761,76.61,0-1
20452,1770,1770,0,0,1752.3,0.99,4689,8216.53,4220,604,14.3,2912,69,0-1
20531,1330,1330,0,0,1316.7,0.99,4650,6122.66,2333,2333,100,1133,48.56,0-1
20547,280,100,180,64.3,99,0.99,4300,425.7,951,951,100,13,1.37,0-1
20561,1400,1400,0,0,1386,0.99,4700,6514.2,2683,0,0,20,0.75,0-1
26052,220,220,0,0,218.02,0.99,3500,763.07,6020,1979,32.9,16,0.27,0-1
31098,2755,2755,0,0,2721.5,0.99,3500,9525.25,14011,4044,28.9,7231,51.61,0-1
5003,5,5,0,0,5,1,2500,12.5,22675,1981,8.7,42,0.19,0-1
5005,15,15,0,0,15,1,3550,53.25,1808,1808,100,2,0.11,0-1
5006,416,183.5,232.5,55.9,183.5,1,3550,651.42,25892,2243,8.7,31,0.12,0-1
5010,57.5,50.5,7,12.2,50.5,1,3580,180.79,75215,5753,7.6,117,0.16,0-1
5020,81,57,24,29.6,57,1,2500,142.5,66834,3933,5.9,500,0.75,0-1
8030,2368,2368,0,0,2375.5,1,2500.01,5938.77,8998,8998,100,2451,27.24,0-1
15081,2350,2350,0,0,2350,1,3500,8225,364579,7647,2.1,3887,1.07,0-1
19004,15,15,0,0,15,1,2000,30,32593,6528,20,139,0.43,0-1
19029,15,15,0,0,15,1,2000,30,6914,1227,17.7,13,0.19,0-1
19043,110,110,0,0,110,1,2000,220,2628,2628,100,3,0.11,0-1
19050,3,3,0,0,3,1,2300,6.9,1971,1971,100,1,0.05,0-1
20012,1402,1402,0,0,1396.39,1,3348.5,4675.82,9860,9860,100,5447,55.24,0-1
20017,2182,2037,145,6.6,2037,1,4500,9166.5,3302,3302,100,6,0.18,0-1
20023,2100,2088,12,0.6,2088,1,4680,9771.84,18428,6068,32.9,880,4.78,0-1
20044,800,600,200,25,600,1,2800,1680,41535,10050,24.2,1161,2.8,0-1
20051,805,805,0,0,805,1,4850,3904.25,4368,71,1.6,3541,81.07,0-1
20059,7150,7150,0,0,7150,1,4500,32175,41387,17447,42.2,3751,9.06,0-1
20063,160,140,20,12.5,140,1,4700,658,3882,32,0.8,25,0.64,0-1
20067,277,277,0,0,277,1,4690,1299.13,263357,3720,1.4,21398,8.13,0-1
20068,2760,2760,0,0,2760,1,4700,12972,21341,6325,29.6,689,3.23,0-1
20073,5445,4345,1100,20.2,4331.97,1,3400,14728.68,31897,20972,65.7,9548,29.93,0-1
20080,495,435,60,12.1,435,1,4600,2001,1312,1312,100,5,0.38,0-1
20091,719,704,15,2.1,704,1,4700,3308.8,4879,535,11,525,10.76,0-1
20092,443,383,60,13.5,383,1,4690,1796.27,1439,1439,100,192,13.34,0-1
20118,519,519,0,0,519,1,4810,2496.39,2470,2470,100,2188,88.58,0-1
20135,1178,1118,60,5.1,1118,1,4600,5142.8,7187,7187,100,107,1.49,0-1
20145,400,400,0,0,400,1,4800,1920,3474,136,3.9,556,16,0-1
20150,800,750,50,6.3,750,1,4650,3487.5,11893,1275,10.7,142,1.19,0-1
20154,630,630,0,0,630,1,4590,2891.7,2393,2393,100,932,38.95,0-1
20166,660,625,35,5.3,625,1,2800,1750,11019,7562,68.6,3157,28.65,0-1
20174,495,445,50,10.1,445,1,4615,2053.68,3759,254,6.8,145,3.86,0-1
20219,490,460,30,6.1,460,1,4800,2208,2565,20,0.8,395,15.4,0-1
20224,470,298,172,36.6,298,1,4250,1266.5,684,684,100,9,1.32,0-1
20226,1170,1120,50,4.3,1120,1,4860,5443.2,2708,2708,100,432,15.95,0-1
20241,750,700,50,6.7,700,1,4600,3220,1084,1084,100,12,1.11,0-1
20264,720,50,670,93.1,50,1,4350,217.5,2274,2274,100,1490,65.52,0-1
20268,360,360,0,0,360,1,4600,1656,916,916,100,43,4.69,0-1
20293,580,580,0,0,580,1,4650,2697,15535,4119,26.5,572,3.68,0-1
20294,505,338,167,33.1,338,1,4600,1554.8,6307,788,12.5,158,2.51,0-1
20295,1860,1649,211,11.3,1649,1,4650,7667.85,9025,239,2.6,131,1.45,0-1
20298,1353,1323,30,2.2,1323,1,4850,6416.55,11825,3658,30.9,4029,34.07,0-1
20310,960,930,30,3.1,930,1,4700,4371,6822,4071,59.7,597,8.75,0-1
20325,1890,1890,0,0,1890,1,4890,9242.1,10491,4623,44.1,9234,88.02,0-1
20329,930,930,0,0,930,1,4200,3906,1320,1320,100,15,1.14,0-1
20338,60,60,0,0,60,1,4650,279,9280,1995,21.5,806,8.69,0-1
20350,90,90,0,0,90,1,4690,422.1,16241,0,0,817,5.03,0-1
20358,1300,1239,61,4.7,1239,1,4700,5823.3,1854,1854,100,25,1.35,0-1
20368,360,360,0,0,360,1,4650,1674,1816,1816,100,15,0.83,0-1
20369,875,558,317,36.2,558,1,4690,2617.02,1847,1847,100,14,0.76,0-1
20375,60,60,0,0,60,1,4600,276,10120,0,0,1317,13.01,0-1
20380,448,398,50,11.2,398,1,4800,1910.4,1972,1972,100,637,32.3,0-1
20385,279,279,0,0,279,1,4690,1308.51,77833,10747,13.8,6658,8.55,0-1
20388,1100,1100,0,0,1100,1,4690,5159,2535,2535,100,10,0.39,0-1
20390,40,40,0,0,40,1,4720,188.8,47356,0,0,5921,12.5,0-1
20398,1658,1203,455,27.4,1203,1,4690,5642.07,4406,573,13,394,8.94,0-1
20399,434,434,0,0,434,1,4650,2018.1,27465,5677,20.7,3242,11.8,0-1
20451,660,140,520,78.8,140,1,4300,602,1053,1053,100,886,84.14,0-1
20460,1200,1140,60,5,1141.14,1,3100,3537.53,5413,5413,100,2353,43.47,0-1
20466,2450,2450,0,0,2450,1,4060,9947,11917,11917,100,8433,70.76,0-1
20475,1142,1142,0,0,1142,1,4850,5538.7,9653,1909,19.8,7606,78.79,0-1
20483,655,575,80,12.2,575,1,4690,2696.75,9542,2266,23.7,83,0.87,0-1
20486,590,156,434,73.6,156,1,4350,678.6,2469,2469,100,33,1.34,0-1
20487,565,565,0,0,565,1,4700,2655.5,1945,1945,100,25,1.29,0-1
20493,500,12,488,97.6,12,1,4150,49.8,553,553,100,28,5.06,0-1
20506,430,430,0,0,430,1,4820,2072.6,782,782,100,598,76.47,0-1
20530,2568,2568,0,0,2568,1,4700,12069.6,3385,3385,100,480,14.18,0-1
20539,1250,1230,20,1.6,1230,1,4690,5768.7,5025,1618,32.2,75,1.49,0-1
20546,895,895,0,0,895,1,4890,4376.55,5638,1281,22.7,3690,65.45,0-1
20555,800,800,0,0,800,1,4690,3752,2653,2653,100,10,0.38,0-1
20564,1190,1190,0,0,1190,1,4350,5176.5,1292,1292,100,875,67.72,0-1
20570,6196,5913,283,4.6,5913,1,4700,27791.1,19215,8229,42.8,706,3.67,0-1
24043,500,200,300,60,200,1,3450,690,9024,3763,41.7,11,0.12,0-1
26005,25,25,0,0,25.13,1,3499.3,87.94,1253,1253,100,5,0.4,0-1
26009,24,24,0,0,24,1,3500,84,784,784,100,2,0.26,0-1
26069,40,40,0,0,40.16,1,3500,140.56,6046,3126,51.7,402,6.65,0-1
27012,1192,565,627,52.6,565,1,4000,2260,153132,84478,55.2,6004,3.92,0-1
27013,828,510,318,38.4,510,1,4500,2295,115066,42469,36.9,14869,12.92,0-1
28006,9500,6500,3000,31.6,6500,1,3500,22750,7636,7636,100,8,0.1,0-1
